Index,Timestamp,trueTime,_actuator_controls_0_0_control[0],_actuator_controls_0_0_control[1],_actuator_controls_0_0_control[2],_actuator_controls_0_0_control[3],_actuator_outputs_0_output[0],_actuator_outputs_0_output[1],_actuator_outputs_0_output[2],_actuator_outputs_0_output[3],_rfly_ctrl_lxl_0_id,_rfly_ctrl_lxl_0_mode,_rfly_ctrl_lxl_0_controls[0],_rfly_ctrl_lxl_0_controls[1],_rfly_ctrl_lxl_0_controls[2],_rfly_ctrl_lxl_0_controls[3],_rfly_ctrl_lxl_0_controls[4],_rfly_ctrl_lxl_0_controls[5],_sensor_combined_0_gyro_rad[0],_sensor_combined_0_gyro_rad[1],_sensor_combined_0_gyro_rad[2],_sensor_combined_0_accelerometer_m_s2[0],_sensor_combined_0_accelerometer_m_s2[1],_sensor_combined_0_accelerometer_m_s2[2],_vehicle_air_data_0_baro_alt_meter,_vehicle_air_data_0_baro_temp_celcius,_vehicle_air_data_0_baro_pressure_pa,_vehicle_attitude_0_q[0],_vehicle_attitude_0_q[1],_vehicle_attitude_0_q[2],_vehicle_attitude_0_q[3],_vehicle_local_position_setpoint_0_x,_vehicle_local_position_setpoint_0_y,_vehicle_local_position_setpoint_0_z,_vehicle_local_position_setpoint_0_vx,_vehicle_local_position_setpoint_0_vy,_vehicle_local_position_setpoint_0_vz,_vehicle_magnetometer_0_magnetometer_ga[0],_vehicle_magnetometer_0_magnetometer_ga[1],_vehicle_magnetometer_0_magnetometer_ga[2],TrueState_data_motorRPMs[1],TrueState_data_motorRPMs[2],TrueState_data_motorRPMs[3],TrueState_data_motorRPMs[4],UAVState_data_cmd,UAVState_data_fault_state
10,131326544,22.112544000000007,-0.004471189856073128,0.00035274651354871026,-0.000658862038567493,0.24413692503881793,1246.073146292585,1239.073146292585,1241.073146292585,1247.073146292585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007903120498372152,-0.009840558902278989,0.007157126030503381,0.025103526401702977,0.18477102667167544,-7.499487620235412,1.1017528522723807,24.993315012867928,101311.77114381577,0.9997423143892339,0.00035845162574534164,-0.00042122347957039335,-0.022693116366977226,nan,nan,nan,0.0,0.0,0.5390355511088782,0.2790641017483716,-0.022480052108673296,0.4705570305793624,5009.096902929742,4937.122072265689,4946.607166992248,5006.607774804745,"2,1,0.5,1,10",0
11,131376544,22.162544000000008,0.0029108211612214126,-0.001136540216310631,8.558078547625037e-05,0.24390832,1240.2978883861238,1246.2978883861238,1244.7021116138762,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0529823220100553,0.005732974300653595,0.006853239891151333,-0.0984045644494721,-0.531438662644545,-18.887742342885872,1.0387877005261552,24.9933235914862,101312.53368766204,0.9997418437876506,-0.0006985834924698796,-0.0003467044840662651,-0.02271100947439759,nan,nan,nan,0.0,0.0,0.448173232177422,0.2795052768090409,-0.023495174535278447,0.47109965806763493,5054.46465917963,5101.084910156212,5085.9050386718345,5072.910008593698,"2,1,0.5,1,10",0
12,131426544,22.21254400000001,0.0004888844822410691,0.0004607023775019275,-0.00030039425808018504,0.22561752662554616,1224.9997433264887,1224.799794661191,1225.799794661191,1224.1996919917865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008967697120966084,-0.015928175325796504,0.0055657579355601235,-0.026462934859198355,0.2242562692189106,-8.200410944501542,1.0701234101917905,24.99327666500994,101312.152338323,0.9997406959447004,-0.0016176416066820277,-0.0003907037434331797,-0.02271294958294931,nan,nan,nan,0.0,0.0,0.35730613551550483,0.2800981187654735,-0.02432098622185389,0.47195820362552976,4872.001656250047,4888.74756562502,4888.78590820315,4870.792113867229,"2,1,0.5,1,10",0
13,131476544,22.26254400000001,-0.004726051989502624,0.0006781652459785054,0.00024229631408897773,0.2592952206773307,1262.3659085228692,1255.3659085228692,1255.3659085228692,1261.1324668832792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026626560677830542,-0.011263303253186703,0.005073363160509872,0.08529225351662084,0.2317184242939265,-8.521933713821545,1.013901833988337,24.993248933890182,101312.82415654651,0.9997411578232651,-0.0010044254083624562,-0.0007522474407963055,-0.02271701651522716,nan,nan,nan,0.0,0.0,0.26644607928197006,0.27865517945498286,-0.02284690056759508,0.47107250096974185,5210.273083984427,5135.200582226607,5148.574705859422,5198.478716210989,"2,1,0.5,1,10",0
14,131526544,22.31254400000001,0.0005450677633259966,-2.0387409574957195e-05,-0.0004136950689459525,0.28448735744680853,1283.02813111546,1283.7135518590999,1285.02813111546,1284.02813111546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06500942630786187,0.004900070777418565,-0.0014405335464241983,-0.023781806423952976,0.1442313583859907,-9.663236365172667,1.0201483789461627,24.99323499194349,101312.757580756,0.999741794350697,-0.0013988482119589142,-0.0008945803919295671,-0.022663745068231843,nan,nan,nan,0.0,0.0,0.17559841199521115,0.2798740018490077,-0.021959254851102023,0.4698576997646355,5474.842295435891,5471.123093544468,5471.266863692485,5474.993171875036,"2,1,0.5,1,10",0
15,131576544,22.36254400000001,0.0034696559172578616,-0.00019976836858968554,-0.0003835442903245283,0.29993966,1296.6226082578046,1302.0,1302.3773917421954,1297.3773917421954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07807754254572864,-0.002053775293165829,-0.0022337894089698492,0.05608893448442211,0.2951300393517588,-10.664212319095478,1.0560917172713364,24.993217938223573,101312.3098557102,0.9997358202614379,-0.0036785671071895426,-0.0007251551294117647,-0.022679884705882353,nan,nan,nan,0.0,0.0,0.08474662639284028,0.28130411162060087,-0.02439207308364807,0.4699341248283262,5634.370351562529,5691.093566406279,5684.21741406253,5632.852863281278,"2,1,0.5,1,10",0
16,131626544,22.41254400000001,-0.0025757951734310582,0.0004060494798648649,0.00015968618280348145,0.30612394,1308.0,1304.0,1303.8850206138343,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00898553656574434,0.005109802907431969,-0.003460069323393551,0.03398346019551795,0.1559158693711411,-11.3454623311228,1.0608670825337896,24.99318230732641,101312.25282112265,0.9997318322754067,-0.004482090487856637,-0.0007054845983258665,-0.0227102472805942,nan,nan,nan,0.0,0.0,-0.006122643472663905,0.277879333061589,-0.027632238410458365,0.4715587444021761,5769.363362695332,5743.742127734379,5745.354291601567,5760.42863769533,"2,1,0.5,1,10",0
17,131676544,22.462544000000012,-0.0012475577479776137,0.0005523335661968965,9.649413575731364e-05,0.3069119,1308.0,1305.0,1306.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027021860851832995,0.005698726488543788,-0.003814386908350306,0.05256455599796334,0.21036782513747454,-11.451793029022403,1.065345672207792,24.993120269348697,101312.19713992774,0.9997313973837948,-0.004503259020447041,-0.0006350134110287021,-0.022727454031496064,nan,nan,nan,0.0,0.0,-0.0969899316260038,0.27919572788480634,-0.025107159513406155,0.47042413541708045,5789.439275781247,5763.850455859381,5769.794099609381,5787.212678710936,"2,1,0.5,1,10",0
18,131726544,22.512544000000013,0.002553843488581401,5.564340947643979e-05,-0.0005849905704063825,0.30620697,1303.0,1307.0,1308.0,1304.6626776364997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07389942282722513,0.011484488653702319,0.00467163388197457,-0.01684336475243081,0.21936607296933433,-11.66109240538519,1.060036983820137,24.9930297115738,101312.26528651026,0.9997260388789238,-0.0058215112540358745,-0.00026663218708520176,-0.022672299414798206,nan,nan,nan,0.0,0.0,-0.18784926809720082,0.2779358398010167,-0.02786197467378359,0.4703382983267974,5753.129001065333,5784.757879971591,5789.28517933239,5760.827535866471,"2,1,0.5,1,10",0
19,131776544,22.562544000000013,0.00038368322418134136,-0.0001425574328425128,0.00016814825559385537,0.30650234,1306.0,1306.678727386151,1306.0,1305.321272613849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0216348155186665,0.016149355626919715,0.0008178740459170933,-0.037492180093844425,0.23876823019852664,-11.445966739792734,1.0813317665024629,24.992910940207235,101311.9982384916,0.9997190086116322,-0.007142539920075047,2.0935166247654784e-05,-0.022603651551594748,nan,nan,nan,0.0,0.0,-0.2787087607970155,0.2783938356203345,-0.028035589669293967,0.4718515291004629,5760.61333476564,5775.224548046877,5777.121241210929,5763.343361523445,"2,1,0.5,1,10",0
20,131826544,22.612544000000014,-0.002445142563481135,-0.0002671444175681631,0.0005922207523437069,0.3047049,1306.0,1303.07694429123,1301.92305570877,1305.92305570877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007989758715615533,0.018180865165243733,-0.008471728787551638,0.08046921343156155,0.2220833394904985,-11.433203839438171,1.089111232050552,24.992764900375725,101311.90673308284,0.999716793221273,-0.007154168171893083,0.0003521476483438964,-0.022693320966381925,nan,nan,nan,0.0,0.0,-0.36956892108501094,0.27880707097629703,-0.027626711286093154,0.47097056893088013,5771.481859374999,5747.91925195312,5736.216132031249,5768.579794531251,"2,1,0.5,1,10",0
21,131876544,22.662544000000015,0.00035877682456964005,0.0009637256160146062,-0.0004296112589410537,0.3043206,1304.0,1303.0,1305.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04059920531702238,0.00987898122644456,0.005843495470223841,0.044909792419052574,0.2589288489640812,-11.534631712909944,1.1209049682000156,24.9925897043724,101311.53868922207,0.9997141382314353,-0.007503262261926004,0.0005512214000524796,-0.022695809983731306,nan,nan,nan,0.0,0.0,-0.4604289106822917,0.2781946172986814,-0.029912998701830753,0.4707207019126872,5752.703546679677,5739.785031835937,5755.851762890633,5745.583203320305,"2,1,0.5,1,10",0
22,131926544,22.712544000000015,0.0020482567764720135,-0.0001295823611863339,0.0002701089132638721,0.3041585,1302.0,1305.7775623939908,1305.0,1302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048086246148534045,0.02318956092973104,0.0010334765970075115,0.07716116762539374,0.14888373238429853,-11.365965798643082,1.1453214178411373,24.992387117678877,101311.24822144954,0.9997034609371207,-0.008758455199077446,0.0009026415993105123,-0.022705187881039087,nan,nan,nan,0.0,0.0,-0.551288220578125,0.27899092272919845,-0.030417370783782455,0.4717392366638751,5734.018252734374,5762.84121601563,5759.227910351561,5729.123572460942,"2,1,0.5,1,10",0
23,131976544,22.762544000000016,-0.0003840394111973392,-0.0013711476993348115,-0.0004364636872505543,0.30562505,1304.0,1305.2483370288248,1304.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017035957422764229,0.024895108780487805,0.0015771107128455288,0.00794116089864498,0.17247384631436313,-11.386464715447154,1.1670990635456402,24.992160668631758,101310.97869533388,0.9996967658376384,-0.00931908211414514,0.001615400707183272,-0.022737159327183273,nan,nan,nan,0.0,0.0,-0.6421491801169414,0.2769986880934885,-0.030703136665850173,0.4719051873627271,5755.651076562508,5769.016964453123,5750.930316015625,5764.124831835949,"2,1,0.5,1,10",0
24,132026544,22.812544000000017,-0.0005316786686974151,0.0003067267298834262,-0.00047589669842372024,0.30672863,1306.2630511910795,1305.0,1306.7369488089205,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002716249124736442,0.004989976910643689,0.0001341380424607197,0.01997679740800811,0.22277904490623415,-11.310314729599595,1.1865373936946648,24.991910994225883,101310.74320001541,0.9996972,-0.009213440729510277,0.0019495668630296879,-0.02273502460948998,nan,nan,nan,0.0,0.0,-0.7330165796704012,0.2757753223935558,-0.03153639227086837,0.4723860656537134,5778.685357812507,5769.025529687509,5772.128716406258,5781.133329687499,"2,1,0.5,1,10",0
25,132076544,22.862544000000018,0.0007593034911709789,-0.00040006307406241666,6.758928292611363e-05,0.30808115,1307.0,1308.8224174653888,1308.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024123784777007204,0.010093456803680982,-0.0015065138678847692,0.06665948814083757,0.2240044216831155,-11.399948712189918,1.230532153165858,24.991638044990008,101310.2144150728,0.9996937144441578,-0.009573500490327572,0.0020530247132576735,-0.022733394321124582,nan,nan,nan,0.0,0.0,-0.8238830839225512,0.2773706145053591,-0.0318154549214406,0.47057744919510497,5786.64892578125,5783.64013671875,5788.7509765625,5781.5439453125,"2,1,0.5,1,10",0
26,132126544,22.91254400000002,3.192350319579895e-05,-0.00017601075313328332,-0.00026097375056264064,0.30927774,1308.0,1309.0,1309.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0103501568225,0.0042197142553,0.0029196353947630004,0.0647066282905,0.234114051785,-11.286534933,1.303191814255654,24.9913394745692,101309.33827462986,0.9996903523023023,-0.009969945116866866,0.002240745720345345,-0.022690752583083083,nan,nan,nan,0.0,0.0,-0.9147461445145406,0.27607163334866563,-0.03167441691691821,0.4723532098107422,5800.205223889816,5805.232229646384,5806.060396381588,5808.721898437515,"2,1,0.5,1,10",0
27,132176544,22.96254400000002,0.00022003198184929125,-0.0004492508738870928,0.0005856730492290475,0.3122103773016663,1312.0,1313.0,1311.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018959564982098456,0.007065857593983094,-0.001296927237829438,0.04482984926031825,0.169098196742914,-11.398447434609647,1.3426133305423702,24.99101560971909,101308.8729661116,0.9996875371635094,-0.010207831139082751,0.0023079799724825523,-0.0227016403444666,nan,nan,nan,0.0,0.0,-0.9777876889499276,0.2759857787036585,-0.030512351586528597,0.47282205536853417,5827.195586328131,5832.249236914078,5831.599511132824,5827.30914628907,"2,1,0.5,1,10",0
28,132226544,23.01254400000002,0.0006181492326086957,-2.9746604928518792e-05,-0.0005720736462785556,0.29499888,1293.148393426539,1294.0,1295.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007403600641257367,-0.003222353320235756,0.004872389315324165,0.018315199008840863,0.2461861286935167,-11.142152004420433,1.4041835967505463,24.99066912202859,101308.13449441984,0.99968404,-0.01057867284906588,0.00236648442313176,-0.022681385815388398,nan,nan,nan,0.0,0.0,-0.9901210099105453,0.2752402650779622,-0.032017087121654304,0.4717432062945051,5670.580161914006,5680.252657812437,5678.105383593693,5673.265182421819,"2,1,0.5,1,10",0
29,132276544,23.06254400000002,-0.0003607016723433875,0.000673154079350348,-0.00021349726443155453,0.28212035,1282.0,1281.0,1282.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003288577092521739,-0.007587931986434783,0.001332068315876522,0.07071466888347826,0.24699450396521738,-10.441362178260869,1.4465487898930074,24.990301831390905,101307.60892586931,0.9996834,-0.010740098339732404,0.0022790555002908668,-0.022640801934264106,nan,nan,nan,0.0,0.0,-1.0,0.27654362687877104,-0.0333774417670846,0.4726551799315332,5523.4701916015065,5513.622926757749,5518.175755859311,5517.441565429624,"2,1,0.5,1,10",0
30,132326544,23.11254400000002,0.0001935284485602733,1.387918961761835e-05,-1.917034022571987e-05,0.27612832,1275.7781036168133,1276.0,1276.0,1275.2218963831867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009225574209268292,0.003444177452097561,0.004369932768512195,-0.0023285186051219516,0.24259131212195123,-9.897314089634147,1.4851316296925705,24.989928856846593,101307.15964754114,0.9996809974027879,-0.010888972942039618,0.0022016347451210565,-0.022685664976522375,nan,nan,nan,0.0,0.0,-1.0,0.27770279754887706,-0.032564178408709,0.4718145956172241,5442.704304687473,5438.884598632794,5441.234785156233,5435.3970535156095,"2,1,0.5,1,10",0
31,132376544,23.162544000000022,0.0006589863788235294,-0.001280718348235294,0.0004992654988235294,0.27420485,1273.0,1276.0,1273.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010621656496496497,0.012290694996746745,-0.0014690295544794794,0.012414097110860861,0.1504453782907908,-9.674895255505504,1.6291834187963519,24.989551669461495,101305.42417216273,0.9996759858214553,-0.011282507142785697,0.002449856616204051,-0.02268729576544136,nan,nan,nan,0.0,0.0,-1.0,0.2761067689026019,-0.03312862637664387,0.4712419447865496,5399.910249218744,5425.0988439453085,5405.172123632798,5410.26664843749,"2,1,0.5,1,10",0
32,132426544,23.212544000000022,-0.0005662308489774696,0.00028072049866551126,0.0003979653135181976,0.27377743,1274.0,1273.0,1273.0,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004863290865845088,-0.008175017208240534,-0.00243994954610245,0.03642552821158129,0.26214340422172727,-9.628873706508289,1.649946938592709,24.98917517951407,101305.1657141137,0.9996732116270431,-0.011408046289004457,0.0024498868255572064,-0.022745628564635956,nan,nan,nan,0.0,0.0,-1.0,0.27616885780116107,-0.033408122106505594,0.4717276606428754,5403.288844531253,5400.083295312491,5400.640512109379,5397.8290746093735,"2,1,0.5,1,10",0
33,132476544,23.262544000000023,-0.0005661612410249458,0.0002010939404284165,-8.117825334191974e-05,0.2744398,1274.1515726681127,1273.0,1274.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001528690363404717,-0.0022218012297370564,0.00559016492423421,0.010029700355923009,0.20418412228517213,-9.715182623746273,1.7296876636865055,24.988801714223133,101304.21903167998,0.9996755928525122,-0.011389376821177742,0.0022012021522420312,-0.02267540994867639,nan,nan,nan,0.0,0.0,-1.0,0.2755875096687607,-0.03287208976413478,0.47140319808680753,5409.478351917615,5401.564140980124,5407.275843394888,5407.392825284092,"2,1,0.5,1,10",0
34,132526544,23.312544000000024,0.0003863560928131702,-0.00025358685288003025,-0.00022282294134022958,0.27513415,1274.0,1275.0,1275.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011144542056894158,-0.0006939266604213448,-0.001465848140557588,0.03264543680938564,0.2636082818544216,-9.707620898574493,1.7615634231939314,24.98844173692736,101303.83774718002,0.9996740978430878,-0.011578764609359233,0.0020899645134712414,-0.022659689289228055,nan,nan,nan,0.0,0.0,-1.0,0.2742446737120262,-0.033343719238692254,0.47290069227505066,5408.737875585936,5417.1301423828145,5415.686288476566,5414.7832326171865,"2,1,0.5,1,10",0
35,132576544,23.362544000000025,0.0001104230776077701,7.21696579457158e-05,-0.00015437666005800957,0.27455342,1274.0,1274.0,1274.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063296856725458895,-0.005757239051077414,0.004756467700558659,0.016506762641660015,0.17686079936153232,-9.633379691141261,1.7936041677654897,24.988071734791113,101303.45728744358,0.9996713886414024,-0.011908686746068575,0.001977724717478732,-0.022615480545243618,nan,nan,nan,0.0,0.0,-1.0,0.27773188854691644,-0.03271570816180371,0.47152094441312997,5408.04408515625,5410.606005468745,5412.083089648429,5409.315145312497,"2,1,0.5,1,10",0
36,132626544,23.412544000000025,-0.0005450141320908859,0.0003475263107071739,6.410640306995149e-05,0.27439916,1275.0,1273.0,1274.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014861630501910828,-0.00900851589656051,0.002240516175643312,0.047106531636178346,0.2036027096458599,-9.562554225477708,1.8130228322662563,24.987705163370528,101303.21473470566,0.999671,-0.011986245942435048,0.0018160218983698422,-0.02260710048242486,nan,nan,nan,0.0,0.0,-1.0,0.2769647882808706,-0.03283210086953188,0.47135769575797587,5413.8016873046945,5407.071354492194,5404.909853710941,5406.6945816406205,"2,1,0.5,1,10",0
